name,score
Base Resolution.jpeg,0.6888205186350361
Custom Resolution_Bicubic_Tajam_05.jpeg,0.6962826859515753
Custom Resolution_Bilinear_Tajam.jpeg,0.6879611318582276
Custom Resolution_Nearest_Lembut.jpeg,0.6888205186350361
Maximum Resolution.jpeg,0.6704775907387501
Medium Resolution.jpeg,0.8463708781876554
Minimal Resolution.jpeg,0.8485883257387832
Standard Resolution.jpeg,0.8511831621360345
